model,prompt_id,location_id,layer,kv,local_group,severity,magnitude_class,layer_band,manifest_z,reconstructed_z,z_reconstruction_abs_error,encoding,bit,clean_word,fault_word,raw_scale,encoded_clean_scale,fault_scale,fault_scale_valid,scale_amplification,clean_group_equal_raw,clean_reference_source,local_write_changed,cache_readback_pass,fault_logits_finite,fault_vs_clean_top1_same,fault_vs_clean_kl,fault_vs_clean_maxlogit,fault_vs_clean_meanlogit,fault_vs_raw_top1_same,fault_vs_raw_kl,fault_vs_raw_maxlogit,fault_vs_bf16_top1_same,fault_vs_bf16_kl,fault_vs_bf16_maxlogit
LLAMA31_8B,5,9,23,K,171,HIGH,HIGH_Z,LATE,0.044394119358453436,0.044394119358453436,0.0,BINARY32_Z,31,3501577883,1354094235,1.03125,1.0312500003769818,0.004028320308771672,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,2.974847848236095e-05,0.125,0.01407905388623476,True,2.974847848236095e-05,0.125,True,0.00011295049625914544,1.421875
LLAMA31_8B,5,10,21,V,75,MEDIUM,LOW_Z,LATE,-3.5035741912964657,-3.503574173880501,1.7415964670419726e-08,BINARY32_Z,16,2549177396,2549111860,0.08816964285714286,0.08816964276356219,0.08815472348413526,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,11,21,V,171,LOW,HIGH_Z,LATE,-2.5499670433947252,-2.5499670793649525,3.597022724122212e-08,BINARY32_Z,0,2805159352,2805159353,0.17075892857142858,0.17075892874226503,0.17075892918319438,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,6,0,1,K,334,HIGH,LOW_Z,EARLY,-1.1853031305374964,-1.185303102601228,2.7936268409689546e-08,BINARY32_Z,31,3171483548,1023999900,0.43973214285714285,0.43973214238410124,0.00171770367897019,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,6.072426913306117e-05,0.1953125,0.03072279877960682,True,6.072426913306117e-05,0.1953125,True,0.0029700174927711487,0.921875
LLAMA31_8B,6,1,0,K,36,MEDIUM,HIGH_Z,EARLY,-0.17799826028523125,-0.17799830197799454,4.169276329735183e-08,BINARY32_Z,16,3441879872,3441945408,0.8839285714285714,0.8839285717939097,0.8840781676049432,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,2,1,V,9,LOW,LOW_Z,EARLY,-4.568950200955853,-4.568950182732525,1.8223327735711337e-08,BINARY32_Z,0,2263192702,2263192703,0.04213169642857143,0.04213169645794832,0.04213169656673971,True,1.0000000025821743,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,3,2,V,43,HIGH,HIGH_Z,EARLY,-3.4586267171813296,-3.4586267678265266,5.0645196925103164e-08,BINARY32_Z,31,2561242874,413759226,0.09095982142857142,0.09095982146419142,0.0003553118021357592,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,3.889889921993017e-05,0.2109375,0.02860390581190586,True,3.889889921993017e-05,0.2109375,True,0.0028008241206407547,0.9140625
LLAMA31_8B,6,4,12,K,34,MEDIUM,LOW_Z,MIDDLE,-1.3397493253352444,-1.3397493719746068,4.6639362372147275e-08,BINARY32_Z,16,3130024694,3130090230,0.3950892857142857,0.3950892860412387,0.39515615083559197,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,5,11,K,473,LOW,HIGH_Z,MIDDLE,-0.04580368961312479,-0.04580368961312479,0.0,BINARY32_Z,0,3477365593,3477365592,0.96875,0.9687500002937207,0.9687499977922391,True,1.0000000025821747,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,6,12,V,226,HIGH,LOW_Z,MIDDLE,-3.841570593367959,-3.841570637395517,4.402755804377989e-08,BINARY32_Z,31,2458447162,310963514,0.06975446428571429,0.06975446435377704,0.0002724783760301482,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.001699347048997879,0.189453125,0.029535289853811264,True,0.001699347048997879,0.189453125,True,0.0019851461984217167,0.9375
LLAMA31_8B,6,7,11,V,50,MEDIUM,HIGH_Z,MIDDLE,-3.0931094043914813,-3.0931094043914813,0.0,BINARY32_Z,16,2659360694,2659426230,0.1171875,0.11718750001358559,0.11720733279155761,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,8,21,K,184,LOW,LOW_Z,LATE,-1.3644113945798828,-1.3644114262088758,3.162899298025934e-08,BINARY32_Z,0,3123404524,3123404525,0.38839285714285715,0.3883928572363416,0.3883928582392397,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,9,21,K,375,HIGH,HIGH_Z,LATE,-0.006454997458174798,-0.006455022137299351,2.4679124552978715e-08,BINARY32_Z,31,3487928170,1340444522,0.9955357142857143,0.995535713316613,0.0038888113751222243,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,0.001709355041384697,0.28125,0.04332377389073372,True,0.001709355041384697,0.28125,True,0.002033189171925187,0.947265625
LLAMA31_8B,6,10,21,V,138,MEDIUM,LOW_Z,LATE,-3.5035741912964657,-3.503574173880501,1.7415964670419726e-08,BINARY32_Z,16,2549177396,2549111860,0.08816964285714286,0.08816964276356219,0.08815472348413526,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,6,11,21,V,183,LOW,HIGH_Z,LATE,-2.6076825772212398,-2.6076825772212398,0.0,BINARY32_Z,0,2789666466,2789666467,0.1640625,0.16406250015638962,0.1640625005800276,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.002745307981967926,0.9453125
LLAMA31_8B,7,0,0,K,16,HIGH,LOW_Z,EARLY,-1.2374993426921557,-1.2374993137266563,2.8965499332400668e-08,BINARY32_Z,31,3157472235,1009988587,0.42410714285714285,0.42410714320216886,0.0016566685259945685,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,3.7459249142557383e-06,0.15625,0.026608671993017197,True,3.7459249142557383e-06,0.15625,True,0.0018270551227033138,1.046875
LLAMA31_8B,7,1,1,K,117,MEDIUM,HIGH_Z,EARLY,-0.18530313053749628,-0.18530310260122787,2.7936268409689546e-08,BINARY32_Z,16,3439919004,3439984540,0.8794642857142857,0.8794642849101356,0.8796131251865723,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,2,1,V,276,LOW,LOW_Z,EARLY,-4.597901593614093,-4.5979015564286545,3.718543872821556e-08,BINARY32_Z,0,2255421127,2255421126,0.041294642857142856,0.041294642907063465,0.0412946428004335,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,3,3,V,438,HIGH,HIGH_Z,EARLY,-3.449802900660725,-3.4498029174395204,1.6778795242089473e-08,BINARY32_Z,31,2563611508,416127860,0.09151785714285714,0.0915178571073851,0.00035749162886417014,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,1.5198347682598978e-06,0.166015625,0.032010920345783234,True,1.5198347682598978e-06,0.166015625,True,0.001839389093220234,1.046875
LLAMA31_8B,7,4,11,K,301,MEDIUM,LOW_Z,MIDDLE,-1.4586267171813296,-1.4586267678265266,5.0645196925103164e-08,BINARY32_Z,16,3098113786,3098048250,0.3638392857142857,0.36383928597420273,0.36377772034000255,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,5,11,K,129,LOW,HIGH_Z,MIDDLE,-0.03917062252583773,-0.039170597280677774,2.5245159955555874e-08,BINARY32_Z,0,3479146150,3479146151,0.9732142857142857,0.9732142855958803,0.9732142881088893,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,6,11,V,31,HIGH,LOW_Z,MIDDLE,-3.9556058806415466,-3.9556058806415466,0.0,BINARY32_Z,31,2427836059,280352411,0.064453125,0.06445312498195405,0.00025177001913570096,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,1.3238641258794814e-06,0.15625,0.022388167679309845,True,1.3238641258794814e-06,0.15625,True,0.0018419171683490276,1.046875
LLAMA31_8B,7,7,11,V,211,MEDIUM,HIGH_Z,MIDDLE,-3.12085438151651,-3.1208543948743857,1.3357875694453014e-08,BINARY32_Z,16,2651912955,2651978491,0.11495535714285714,0.114955357206723,0.1149748122175041,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,8,21,K,28,LOW,LOW_Z,LATE,-1.4764380439429872,-1.4764380439429872,0.0,BINARY32_Z,0,3093332608,3093332609,0.359375,0.35937500028006686,0.3593750012080358,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,9,21,K,323,HIGH,HIGH_Z,LATE,-0.025995196025115404,-0.025995208532944573,1.2507829168229012e-08,BINARY32_Z,31,3482682892,1335199244,0.9821428571428571,0.9821428583277861,0.003836495535389664,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,1.6527374100405723e-06,0.19921875,0.03735663741827011,True,1.6527374100405723e-06,0.19921875,True,0.0018422198481857777,1.0625
LLAMA31_8B,7,10,21,V,164,MEDIUM,LOW_Z,LATE,-3.597901593614093,-3.5979015564286545,3.718543828412635e-08,BINARY32_Z,16,2523856582,2523922118,0.08258928571428571,0.08258928561419573,0.08260326300055745,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
LLAMA31_8B,7,11,21,V,64,LOW,HIGH_Z,LATE,-2.6076825772212398,-2.6076825772212398,0.0,BINARY32_Z,0,2789666466,2789666467,0.1640625,0.16406250015638962,0.1640625005800276,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0018526548519730568,1.0625
QWEN3_14B,0,0,1,K,50,HIGH,LOW_Z,EARLY,-1.2374993426921557,-1.2374993137266563,2.8965499332400668e-08,BINARY32_Z,31,2620601323,473117675,0.42410714285714285,0.424107143065279,0.0016566685254598426,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,7.456284947693348e-05,0.203125,0.03213828057050705,True,7.456284947693348e-05,0.203125,True,0.004986189305782318,2.12890625
QWEN3_14B,0,1,4,K,79,MEDIUM,HIGH_Z,EARLY,0.14101226496476657,0.1410123095270735,4.4562306927842243e-08,BINARY32_Z,16,2990642719,2990577183,1.1026785714285714,1.1026785716757186,1.102491986256823,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,2,1,V,291,LOW,LOW_Z,EARLY,-5.214897899047153,-5.214897884789524,1.4257628855318671e-08,BINARY32_Z,0,1552926524,1552926525,0.026925223214285716,0.026925223218351585,0.02692522328787721,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,3,3,V,41,HIGH,HIGH_Z,EARLY,-3.356143810225275,-3.356143810225275,0.0,BINARY32_Z,31,2051882021,4199365669,0.09765625,0.09765624989336937,25.000000004979753,True,256.0000003305185,True,FULL_RAW_INT4,True,True,True,True,2.6059624360641465e-06,0.125,0.019228603690862656,True,2.6059624360641465e-06,0.125,True,0.00403499323874712,2.11328125
QWEN3_14B,0,4,15,K,336,MEDIUM,LOW_Z,MIDDLE,-1.6474835660364007,-1.647483585279215,1.9242814230935323e-08,BINARY32_Z,16,2510547008,2510481472,0.31919642857142855,0.31919642861385383,0.31914241704523105,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,5,14,K,253,LOW,HIGH_Z,MIDDLE,0.14101226496476657,0.1410123095270735,4.4562306927842243e-08,BINARY32_Z,0,2990642719,2990642718,1.1026785714285714,1.1026785716757186,1.10267856882841,True,1.0000000025821747,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,6,14,V,536,HIGH,LOW_Z,MIDDLE,-2.918611649938059,-2.918611673159345,2.322128578313709e-08,BINARY32_Z,31,2169331160,21847512,0.13225446428571427,0.13225446424355172,0.0005166190002843737,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,2.479215254425071e-06,0.125,0.01574115641415119,True,2.479215254425071e-06,0.125,True,0.0040358202531933784,2.12109375
QWEN3_14B,0,7,17,V,346,MEDIUM,HIGH_Z,MIDDLE,-1.918611649938059,-1.9186116731593452,2.32212862272263e-08,BINARY32_Z,16,2437766616,2437701080,0.26450892857142855,0.26450892852979146,0.2644641706914702,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,8,29,K,28,LOW,LOW_Z,LATE,-1.6175303254827598,-1.6175303631775868,3.769482703752658e-08,BINARY32_Z,0,2518587515,2518587514,0.32589285714285715,0.32589285732784296,0.32589285648633076,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,9,27,K,283,HIGH,HIGH_Z,LATE,0.03184891410435936,0.031848866039339875,4.806501948534381e-08,BINARY32_Z,31,2961339380,813855732,1.0223214285714286,1.0223214280728663,0.003993443073253753,True,256.00000033051816,True,FULL_RAW_INT4,True,True,True,True,2.4915738322306424e-05,0.1875,0.0219942107796669,True,2.4915738322306424e-05,0.1875,True,0.004345586523413658,2.15234375
QWEN3_14B,0,10,27,V,134,MEDIUM,LOW_Z,LATE,-0.9431688246431944,-0.9431687774033239,4.7239870459847566e-08,BINARY32_Z,16,2699610075,2699675611,0.5200892857142857,0.520089286353234,0.5201773061108078,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,0,11,31,V,152,LOW,HIGH_Z,LATE,0.45943161863729726,0.45943161863729726,0.0,BINARY32_Z,0,3076117751,3076117750,1.375,1.3749999988158892,1.3749999952653993,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.004060431383550167,2.1171875
QWEN3_14B,1,0,0,K,414,HIGH,LOW_Z,EARLY,-1.2681961257437793,-1.2681961109495727,1.4794206526502762e-08,BINARY32_Z,31,2612361214,464877566,0.41517857142857145,0.41517857137326675,0.0016217912923329493,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,1.4602471310354304e-05,0.1640625,0.025439631193876266,True,1.4602471310354304e-05,0.1640625,True,0.0005076387897133827,1.65625
QWEN3_14B,1,1,2,K,11,MEDIUM,HIGH_Z,EARLY,0.13515956090990866,0.13515958328163588,2.2371727220749094e-08,BINARY32_Z,16,2989071640,2989006104,1.0982142857142858,1.0982142866358344,1.098028456623379,True,1.0001692397053414,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,2,0,V,3,LOW,LOW_Z,EARLY,-5.381090183353892,-5.381090167355506,1.599838661547892e-08,BINARY32_Z,0,1508314623,1508314622,0.023995535714285716,0.0239955357268249,0.023995535664864242,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,3,6,V,305,HIGH,HIGH_Z,EARLY,-3.3397493253352444,-3.3397493719746065,4.663936215010267e-08,BINARY32_Z,31,2056282870,4203766518,0.09877232142857142,0.0987723214465479,25.28571432296231,True,256.00000033051816,True,FULL_RAW_INT4,True,True,True,False,7.931583404541016,17.9375,1.906886100769043,False,7.931583404541016,17.9375,False,7.916879653930664,17.0625
QWEN3_14B,1,4,15,K,46,MEDIUM,LOW_Z,MIDDLE,-1.7629607610063873,-1.7629608026991506,4.169276324184068e-08,BINARY32_Z,16,2479548828,2479614364,0.29464285714285715,0.29464285680808705,0.2946927220783543,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,5,14,K,201,LOW,HIGH_Z,MIDDLE,0.18699845005484264,0.1869985148012539,6.474641126019698e-08,BINARY32_Z,0,3002987047,3002987046,1.1383928571428572,1.1383928574579452,1.138392854518416,True,1.0000000025821747,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,6,14,V,155,HIGH,LOW_Z,MIDDLE,-2.9369902730311863,-2.9369902024741994,7.055698691971202e-08,BINARY32_Z,31,2164397711,16914063,0.13058035714285715,0.130580357066193,0.0005100795191312593,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,4.813636405742727e-05,0.22265625,0.03650456666946411,True,4.813636405742727e-05,0.22265625,True,0.0007440227782353759,1.71875
QWEN3_14B,1,7,15,V,94,MEDIUM,HIGH_Z,MIDDLE,-1.9308379052358635,-1.9308379754926044,7.025674086946765e-08,BINARY32_Z,16,2434484643,2434419107,0.2622767857142857,0.2622767857009417,0.2622324055658927,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,8,27,K,304,LOW,LOW_Z,LATE,-1.6678036086903347,-1.6678035696588105,3.9031524234900417e-08,BINARY32_Z,0,2505092404,2505092405,0.31473214285714285,0.3147321431196859,0.3147321439323792,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,9,27,K,289,HIGH,HIGH_Z,LATE,0.05683117535680559,0.056831222596676084,4.7239870494542036e-08,BINARY32_Z,31,2968045530,820561882,1.0401785714285714,1.0401785701884156,0.004063197534552556,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,1.4542108146997634e-05,0.125,0.021733717992901802,True,1.4542108146997634e-05,0.125,True,0.0005080279661342502,1.625
QWEN3_14B,1,10,27,V,10,MEDIUM,LOW_Z,LATE,-1.006454997458175,-1.0064550221372994,2.4679124521753693e-08,BINARY32_Z,16,2682621803,2682556267,0.49776785714285715,0.49776785770263177,0.4976836298717589,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,1,11,31,V,58,LOW,HIGH_Z,LATE,0.5235619560570128,0.5235619560570128,0.0,BINARY32_Z,0,3093332608,3093332609,1.4375,1.4375000011202674,1.4375000048321431,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005215875571593642,1.625
QWEN3_14B,2,0,0,K,250,HIGH,LOW_Z,EARLY,-1.2837929211355525,-1.2837929660005913,4.486503879519432e-08,BINARY32_Z,31,2608174465,460690817,0.4107142857142857,0.4107142855501405,0.0016043526758588772,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,-6.101158334104184e-08,0.125,0.019070608541369438,True,-6.101158334104184e-08,0.125,True,4.695663733400579e-07,1.421875
QWEN3_14B,2,1,0,K,380,MEDIUM,HIGH_Z,EARLY,0.13515956090990866,0.13515958328163588,2.2371727220749094e-08,BINARY32_Z,16,2989071640,2989006104,1.0982142857142858,1.0982142866358344,1.098028456623379,True,1.0001692397053414,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,2,0,V,110,LOW,LOW_Z,EARLY,-5.406475518340183,-5.40647548577542,3.256476244217765e-08,BINARY32_Z,0,1501500303,1501500302,0.023577008928571428,0.023577008911923297,0.023577008851043347,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,3,4,V,324,HIGH,HIGH_Z,EARLY,-3.3895023910797626,-3.3895024071717064,1.6091943777496454e-08,BINARY32_Z,31,2042927391,4190411039,0.09542410714285714,0.095424107083201,24.42857144483887,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,False,11.833429336547852,25.75,2.2194180488586426,False,11.833429336547852,25.75,False,11.833449363708496,26.25
QWEN3_14B,2,4,15,K,62,MEDIUM,LOW_Z,MIDDLE,-1.5979015936140928,-1.5979015564286543,3.7185438506170954e-08,BINARY32_Z,16,2523856582,2523922118,0.33035714285714285,0.33035714245678294,0.3304130520022298,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,5,14,K,389,LOW,HIGH_Z,MIDDLE,0.11150838344151145,0.11150831521699033,6.822452112975608e-08,BINARY32_Z,0,2982722801,2982722800,1.0803571428571428,1.0803571435584798,1.080357140768809,True,1.0000000025821747,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,6,14,V,26,HIGH,LOW_Z,MIDDLE,-2.980806507499442,-2.980806434766689,7.27327527094701e-08,BINARY32_Z,31,2152635881,5152233,0.12667410714285715,0.1266741071642917,0.0004948207304716578,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,4.916414297895244e-08,0.140625,0.032476939260959625,True,4.916414297895244e-08,0.140625,True,5.184188012208324e-07,1.4765625
QWEN3_14B,2,7,16,V,22,MEDIUM,HIGH_Z,MIDDLE,-1.961864847185208,-1.961864871113229,2.3928020898011937e-08,BINARY32_Z,16,2426155924,2426221460,0.25669642857142855,0.2566964284736896,0.2567398717016068,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,8,27,K,60,LOW,LOW_Z,LATE,-1.5405683813627027,-1.5405683813627027,0.0,BINARY32_Z,0,2539246839,2539246838,0.34375,0.3437499995930195,0.343749998705397,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,9,28,K,277,HIGH,HIGH_Z,LATE,0.03184891410435936,0.031848866039339875,4.806501948534381e-08,BINARY32_Z,31,2961339380,813855732,1.0223214285714286,1.0223214280728663,0.003993443073253753,True,256.00000033051816,True,FULL_RAW_INT4,True,True,True,True,-7.021446890576044e-08,0.15625,0.028370002284646034,True,-7.021446890576044e-08,0.15625,True,3.298232797988021e-07,1.375
QWEN3_14B,2,10,27,V,75,MEDIUM,LOW_Z,LATE,-1.0391706225258377,-1.0391705972806777,2.5245159962494768e-08,BINARY32_Z,16,2673839782,2673774246,0.48660714285714285,0.48660714256234555,0.48652480324800246,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,2,11,30,V,20,LOW,HIGH_Z,LATE,0.38246967451724023,0.38246963682241314,3.769482709303773e-08,BINARY32_Z,0,3055458427,3055458426,1.3035714285714286,1.303571429732128,1.3035714263660791,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,4.93652692057367e-07,1.421875
QWEN3_14B,3,0,0,K,586,HIGH,LOW_Z,EARLY,-1.2527660411063244,-1.2527660703799668,2.9273642399019195e-08,BINARY32_Z,31,2616503184,469019536,0.41964285714285715,0.4196428571135746,0.001639229908483514,True,256.000000330518,True,FULL_RAW_INT4,True,True,True,True,0.0007581515237689018,0.1875,0.03854778781533241,True,0.0007581515237689018,0.1875,True,0.06259814649820328,1.578125
QWEN3_14B,3,1,1,K,449,MEDIUM,HIGH_Z,EARLY,0.1468413217553402,0.14684138832927118,6.657393097908582e-08,BINARY32_Z,16,2992207450,2992141914,1.1071428571428572,1.1071428561732448,1.106955515348001,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.07255049794912338,1.609375
QWEN3_14B,3,2,1,V,292,LOW,LOW_Z,EARLY,-5.307509004568627,-5.307509034974399,3.040577212232165e-08,BINARY32_Z,0,1528066408,1528066409,0.025251116071428572,0.025251116096417753,0.02525111616162054,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.07255049794912338,1.609375
QWEN3_14B,3,3,6,V,8,HIGH,HIGH_Z,EARLY,-3.34792333468988,-3.347923303420307,3.1269573153025476e-08,BINARY32_Z,31,2054088697,4201572345,0.09821428571428571,0.09821428573581975,25.142857180831477,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.05900640785694122,2.921875,0.41291913390159607,True,0.05900640785694122,2.921875,True,0.036978669464588165,3.0625
QWEN3_14B,3,4,14,K,32,MEDIUM,LOW_Z,MIDDLE,-1.6374299397244754,-1.6374299206152916,1.910918379088855e-08,BINARY32_Z,16,2513245768,2513180232,0.32142857142857145,0.32142857142323494,0.3213741821513432,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.07255049794912338,1.609375
QWEN3_14B,3,5,14,K,433,LOW,HIGH_Z,MIDDLE,0.14101226496476657,0.1410123095270735,4.4562306927842243e-08,BINARY32_Z,0,2990642719,2990642718,1.1026785714285714,1.1026785716757186,1.10267856882841,True,1.0000000025821747,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.07255049794912338,1.609375
QWEN3_14B,3,6,14,V,128,HIGH,LOW_Z,MIDDLE,-2.9125371587496605,-2.9125371587496605,0.0,BINARY32_Z,31,2170961775,23478127,0.1328125,0.13281249994217123,0.0005187988272292918,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.0004257974214851856,0.125,0.016282780095934868,True,0.0004257974214851856,0.125,True,0.06891658157110214,1.625
QWEN3_14B,3,7,18,V,145,MEDIUM,HIGH_Z,MIDDLE,-1.9125371587496607,-1.9125371587496607,0.0,BINARY32_Z,16,2439397231,2439462767,0.265625,0.2656249999272106,0.26566995422392964,True,1.0001692397053414,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.07255049794912338,1.609375
